"Value1","Value2","Value3","Value4"
5.18877301897321,6.01199459719968,1.65693803267045,3.77648291649756
2.7220411424513,4.05859216467127,7.56189123376623,6.7062893161526
6.08155089539367,3.2740526075487,2.16844434862013,2.86250126826299
7.96286050375406,7.22084738991477,7.02949821174919,3.33330426897321
2.97335537997159,4.14570597859172,4.11269150771104,2.10780552455357
2.47033057274756,6.54141512784091,7.27843445616883,4.14637974330357
4.22041459517045,3.06395691710633,2.04665146864854,2.07954703987419
3.45430448457792,3.02460113129058,3.20136528510552,6.48933707893669
6.52179668476055,6.69000006341315,6.21083445363231,7.23721590909091
7.32662844967533,5.19372717126623,6.65147657518263,6.66756766183036
6.8087015523539,6.0446920023336,6.12926929028003,4.31315632609578
7.12925502232143,4.26337700385552,2.07380022321429,3.76594048041802
7.04483626724838,7.3105373630276,7.27843445616883,7.13698349989854
7.60861879819399,5.67951152851055,3.98665787337662,6.73498376623377
6.08155089539367,5.93058796672078,4.03120561079545,6.48933707893669
3.25506829596185,1.49899965756899,6.64993087966721,2.81922179383117
5.15861213981331,3.26362907112419,3.32046310622971,3.27401297433036
5.84783380681818,4.05859216467127,6.99117288961039,6.54141512784091
6.77192192573052,7.32662844967533,5.95365449979708,6.78072050020292
5.93058796672078,6.71726771763393,3.62563888747971,6.6584520216112
3.05892349837662,6.63522695566153,5.64594219257305,2.97335537997159
6.72214260349026,4.14570597859172,4.17554979200487,6.58410010399757
0.837124911221591,3.20136528510552,5.77637511414367,1.83302842177354
6.12372063971185,3.99664544439935,6.72214260349026,6.74394087357955
6.44463080864448,6.58410010399757,3.3493557224026,6.29220145089286
7.02830921519886,1.73636300223214,6.27718046114042,7.86714628145292
5.9786234273539,6.48402622767857,6.70165222960633,4.22041459517045
3.32046310622971,2.10780552455357,1.49899965756899,8.34096140675731
3.26362907112419,2.82901119876218,1.52210582386364,2.58296817928166
6.77346762124594,2.57103858056006,6.12661386465097,6.78805264559659
7.02830921519886,7.3105373630276,3.58925559303977,3.35177334872159
3.58925559303977,8.28381030590503,6.40634511972403,6.08305695769075
6.1959323635349,3.58612456879058,5.92071929535308,6.73898672128653
6.83759416852679,6.6584520216112,5.45146199015828,1.14701704545455
7.4343119039164,2.25012841162744,4.97396097554789,2.54321606128247
3.50895869267451,4.94645552201705,3.93113173447646,1.63299956879058
2.57270317573052,6.29220145089286,6.02586622362013,6.9582376851664
1.2351216898336,3.35177334872159,3.25506829596185,6.87655362215909
5.89170777952516,5.19372717126623,7.22084738991477,6.9582376851664
6.98558460582386,6.31063089742289,6.71485009131494,6.48402622767857
4.77464552049513,4.7941846971388,3.95039347859172,4.96991838727679
6.20124321479302,7.84503094561688,5.93027090097403,6.12661386465097
7.32761928013393,3.76594048041802,2.58966619318182,3.58553007051542
6.44463080864448,0.546256721793831,5.65949675324675,6.27595183137175
7.76449624594156,6.66182084517046,5.68177062195617,5.85112336394075
6.2142429104099,7.76449624594156,5.67011845576299,7.70659211394075
6.59194748122971,5.52387188007305,3.3493557224026,2.75029962713068
5.21794306767451,6.28213461343344,6.84833477069805,7.86714628145292
6.2346143846388,5.93027090097403,2.57270317573052,7.24553888494318
0.897367403104708,6.70165222960633,2.63040914163961,4.00873357599432
6.30504261363636,2.07380022321429,7.28128804788961,0.546256721793831
2.36799760298295,6.55786291345373,1.94075150923295,6.07291085379464
6.16739644632711,4.11269150771104,4.15644658076299,4.03120561079545
4.35417670708198,3.7233744039164,5.89170777952516,6.1959323635349
6.55786291345373,7.22492961140422,6.41018954190341,6.5571098823052
2.99570851511769,4.9647264356737,2.07954703987419,4.19382070566153
2.85342526126218,5.95290146864854,0.837124911221591,3.09887378246753
5.25068010602679,7.08482618455763,6.78072050020292,2.97739796824269
2.20700747006899,7.71868024553572,5.95290146864854,3.14029049563718
3.71643859070617,5.95670625760958,6.65690632609578,6.59194748122971
2.13027755935471,2.9536180372362,3.05892349837662,3.8643893947849
2.82901119876218,2.57103858056006,2.81922179383117,6.70010653409091
6.52179668476055,6.69000006341315,3.02460113129058,2.14474368405032
0.559335683847402,4.11891392299107,2.49644886363636,3.08076140168425
6.04917055600649,1.9879150390625,6.17409446022727,5.77942687195617
3.18753329190341,4.77464552049513,5.9786234273539,3.16367409446023
8.55525821834416,6.27718046114042,5.85112336394075,6.66182084517046
6.71485009131494,6.04917055600649,4.35417670708198,6.71029227120536
1.40047147676542,2.20399534547484,2.02433796672078,3.81266804484578
2.47996144480519,3.09887378246753,4.4093065137987,7.04483626724838
0,3.93113173447646,3.3869676466112,4.96773856026786
1.2351216898336,1.65693803267045,8.34096140675731,4.18232707234172
2.68462738433442,6.17203353287338,1.14701704545455,1.52210582386364
3.53935737114448,6.8087015523539,7.28128804788961,0.559335683847402
4.7941846971388,7.83004958908279,5.55660891842532,7.04265644023945
6.77346762124594,6.84833477069805,3.3869676466112,3.93838461343344
4.88514293323864,2.49644886363636,6.71746588372565,2.84617238230519
2.41912445464692,5.64594219257305,5.55660891842532,7.32761928013393
4.00873357599432,2.47033057274756,3.81266804484578,1.99136312905844
6.55318619368912,0.690997235186688,4.77103889762581,6.68746353743912
6.71029227120536,6.65690632609578,6.60589837408685,5.34726625913149
1.63299956879058,4.97396097554789,6.7062893161526,1.71634822696834
2.08572982193588,4.18232707234172,2.25199117288961,6.92867130428166
5.95365449979708,5.25068010602679,6.59396877536526,6.48164823457792
2.19587053571429,2.02433796672078,4.96314110693994,1.83370218648539
3.16367409446023,6.71726771763393,1.45583908279221,2.94894131747159
6.02586622362013,6.16739644632711,3.6375684862013,6.2346143846388
1.12066095525568,7.84677480722403,6.2142429104099,3.6375684862013
5.65949675324675,3.62563888747971,6.641845703125,6.29862203226461
6.66756766183036,3.87869698660714,6.30504261363636,6.12926929028003
6.49381563260958,5.77637511414367,4.14507184709821,7.71868024553572
3.26018098112825,3.14029049563718,1.62336869673295,6.01199459719968
6.92867130428166,6.79288789823458,6.46551751471185,5.62065619926948
3.53935737114448,3.14524464793019,2.63040914163961,1.40047147676542
3.87869698660714,5.67011845576299,7.10063983867695,4.1224412794237
7.04265644023945,6.17409446022727,5.52387188007305,8.28381030590503
5.83990716314935,7.13698349989854,7.83004958908279,7.12477646864854
2.14474368405032,4.26000818029627,2.68462738433442,3.80684196174919
4.99627447747565,4.19382070566153,1.37288675679789,6.49381563260958
2.36312271712662,6.98558460582386,2.08113236860795,4.4093065137987
6.52084548752029,5.36799443232549,4.0858201856737,6.40634511972403
6.14444881290584,5.42304497260552,7.49146300476867,5.68177062195617
5.52335664823458,2.68161525974026,4.17860154981737,5.95670625760958
6.20124321479302,0.66908006544237,6.79288789823458,5.62065619926948
5.85326355773133,5.15861213981331,7.42864435369318,5.52335664823458
6.14444881290584,6.77842177353896,6.96786855722403,7.49146300476867
1.21415571732955,6.46551751471185,5.65735655945617,4.96314110693994
5.75667740462662,4.1224412794237,5.21794306767451,2.68161525974026
8.1219482421875,8.9808397169237,9.97797185724432,0
9.79030856838474,10,7.43474786931818,7.96761648995536
8.14335018009334,8.00487171519886,10,8.09309525923296
5.04716352982955,5.06658380681818,2.60516278155438,2.9383592481737
3.67105855570211,1.97008009080763,0.944610199370941,8.00487171519886
9.05610319855925,3.44923143262987,2.45015726461039,3.20406034395292
10,9.44700563108766,10,8.09309525923296
7.98644226866883,8.44876376065341,7.8839111328125,10
10,0,4.89176168070211,7.24466695413961
6.3810987596388,8.94013640168425,2.3117580661526,10
3.04853959517045,6.41974114752435,9.04615526075487,10
10,7.41231546773539,1.91558441558442,7.04836362368101
2.3117580661526,6.79764388443588,1.93936434659091,5.06658380681818
10,5.11251870687906,2.04276741325081,9.90199497767857
8.47107726258117,10,7.99742067015016,9.09732174563718
8.49152800324675,7.42816875507305,9.07659357244318,0.00831504920860372
7.43474786931818,10,8.98912305955763,8.56112393465909
0,4.98434487875406,3.08856914569805,0
10,9.79030856838474,8.48879331118101,5.10308600091315
9.11016290838068,8.06436117593344,2.93487152495942,7.95608322341721
9.87920587713068,8.4939059963474,8.07319938362419,9.07659357244318
5.06737647118506,3.44923143262987,2.21640054281656,9.92807363534903
0.0420032848011362,9.87920587713068,0,6.98879489650974
8.56112393465909,8.00978623427354,8.58133687601461,0.00831504920860372
0.0289243227475648,10,8.58133687601461,10
2.9383592481737,7.93048016436688,3.0526218166599,2.45015726461039
8.00958806818182,1.91558441558442,7.57818048650568,1.03533063616071
4.90662413758117,0,5.10883281757305,0.99514255275974
2.99226042512175,2.04276741325081,5.11251870687906,7.01392235693994
5.97065715046672,7.1562452440138,8.44876376065341,1.10988071986607
2.53608208198052,1.10904842228084,9.02043330204951,8.9808397169237
4.94986397879464,5.06686123934659,7.56153453480114,8.08536678165584
9.08364828530844,7.98644226866883,7.74467963676948,8.0402641791802
9.12431196732955,3.03573806564529,10,5.03515466467127
6.55354289265422,10,5.5008449802151,1.06893960531656
9.97797185724432,7.04836362368101,7.10349343039773,7.07174722250406
9.03125317065747,7.02446479301948,10,3.08856914569805
1.92905970982143,9.09692541345373,9.07013335785309,8.08302842177354
0.944610199370941,1.52040159547484,1.49880149147727,2.14846920657468
3.04853959517045,0.353758180296266,6.06819450081169,2.01625279017857
8.03796545251623,7.5224561815138,10,8.04391043526786
9.44700563108766,3.04960969206575,9.4416551466112,0
8.02781934862013,9.93025346235796,6.99553254362825,2.11410720627029
9.07492897727273,9.0293111429586,9.93025346235796,8.00209738991477
9.98193517907873,9.09010849989854,9.1164645900974,9.03727741984578
0.784690163352273,8.07002872615666,10,3.05527724228896
3.04925299310065,0.218925971489448,6.3810987596388,0
3.06193562297078,8.04517869825487,4.96230880935471,6.02955211292614
7.93048016436688,7.68879679890422,8.03796545251623,9.08364828530844
8.49402489600244,8.56286779626623,10,9.03125317065747
9.45505117441153,9.08681894277597,9.03727741984578,6.79764388443588
3.11627276532062,8.03023697493912,8.00958806818182,7.08859134030033
0.0409728211241881,7.68879679890422,6.06819450081169,0
10,8.11703372311283,9.95328036221591,8.46188235592533
9.90199497767857,3.11627276532062,6.409912109375,3.03573806564529
9.47617567978896,0.372821758319805,2.53608208198052,9.05610319855925
8.94013640168425,8.02476759080763,8.98912305955763,8.14335018009334
1.06893960531656,7.01114803165584,8.4939059963474,10
0,7.10349343039773,9.12431196732955,6.99553254362825
3.03985992035308,2.39736581777597,7.05783596286526,8.11517096185065
10,7.08859134030033,9.08681894277597,8.90010685115666
1.9661960354099,2.90736607142857,8.60051935369318,2.09710455560065
8.02781934862013,9.47617567978896,7.42816875507305,10
2.21640054281656,2.14284128956981,0,6.89581536627435
6.5468845119724,0.0668533127029219,1.54354739498782,3.05171025263799
7.07174722250406,9.08051726105925,10,9.1164645900974
3.05527724228896,5.5008449802151,8.36692116477273,5.10308600091315
7.88700252384334,3.05171025263799,9.04742352374188,9.89280007102273
10,6.5468845119724,9.51699789468344,7.95608322341721
8.03023697493912,9.07013335785309,8.00978623427354,5.03281630478896
2.01625279017857,6.12451330407873,2.52958223417208,6.07679490919237
6.95217380275974,1.55963848163555,1.5850830078125,5.06686123934659
0.085956523944805,5.11533266538149,8.04561466365666,7.02446479301948
7.56125710227273,7.74467963676948,6.62936123934659,9.03569209111201
8.11517096185065,3.09637688971185,0,8.06436117593344
0,4.90662413758117,7.38679167512175,0
0.0420032848011362,10,9.09732174563718,2.95896852171266
9.81979568283279,2.11410720627029,0,8.08302842177354
9.03937798041802,2.23811954646916,2.99226042512175,7.43177537794237
2.6087694044237,7.91427017806412,2.95896852171266,9.96425876369724
8.11433866426542,5.04716352982955,8.564453125,2.60516278155438
5.03281630478896,0.593380618405032,0,0
2.14284128956981,1.94748915635146,2.57000811688312,5.02754508674919
7.54877263849432,7.11986194957386,7.99742067015016,7.94102260044643
0.784690163352273,0.0409728211241881,8.42498382964692,9.49187043425325
0,8.46976936637581,2.52958223417208,0.0948739980722401
4.98097605519481,6.00089729606331,7.94102260044643,8.90010685115666
2.2194919338474,1.94748915635146,8.02476759080763,2.93320692978896
6.05602710278003,0.085956523944805,10,2.14846920657468
5.88084827769886,1.10904842228084,7.11986194957386,9.45505117441153
0.0668533127029219,9.11016290838068,10,0
5.10883281757305,4.94986397879464,0,7.43177537794237
4.93559602019075,7.01392235693994,0.0948739980722401,7.99203055245536
1.92905970982143,3.09637688971185,4.10702395748782,5.88084827769886
9.04615526075487,7.38679167512175,9.81979568283279,9.0866604099026
5.0484714260349,6.41974114752435,4.9698391208401,5.03515466467127
3.18943568638393,4.93559602019075,7.39884017349838,3.20406034395292
3.0526218166599,2.23811954646916,0,0
2.71173650568182,8.36692116477273,2.97656567065747,0
10,7.55681818181818,2.71173650568182,1.54834301440747
2.98298625202922,7.39884017349838,2.11390904017857,0.0289243227475648
3.45220392400568,1.52040159547484,9.95328036221591,5.06737647118506
7.99203055245536,7.91427017806412,7.50311517096185,9.95934424462257
8.04391043526786,8.41471882609578,10,9.08051726105925
7.91256594967533,7.5224561815138,9.99925489549513,8.02405419287744
8.40322519277597,6.02955211292614,10,5.97065715046672
10,8.9181003322849,10,8.95155076856737
8.47107726258117,8.11703372311283,3.04960969206575,6.54652781300731
7.5177001953125,8.49152800324675,8.01200569450081,8.92245998630276
7.1562452440138,8.44741623122971,6.12451330407873,2.98298625202922
1.9295749416599,5.69944703733766,10,9.92807363534903
9.51699789468344,0,0,8.01200569450081
2.11390904017857,9.03937798041802,7.56153453480114,10
8.04517869825487,8.40322519277597,10,7.89413650314529
9.98193517907873,9.02043330204951,10,9.96425876369724
7.02692205255682,0.116632634943182,8.08536678165584,5.00083229758523
3.45220392400568,1.49880149147727,6.89581536627435,2.00547255478896
7.50311517096185,8.04561466365666,8.55327655742695,10
3.04925299310065,2.5711574802151,0,0.879215389103084
7.49883478338068,2.09710455560065,0.938942649147727,4.9698391208401
4.92659927962662,0,0,0
2.98556241122159,0.551607206270292,6.4431247463474,8.60051935369318
7.05783596286526,5.00083229758523,8.05667233157468,0
2.98556241122159,1.54354739498782,10,1.5850830078125
7.01114803165584,9.96073140726461,1.03533063616071,0.551607206270292
2.00547255478896,7.54877263849432,4.89176168070211,8.46976936637581
4.10702395748782,6.95217380275974,0.879215389103084,9.89280007102273
4.92659927962662,0.377657010957792,6.05602710278003,2.06892533735795
9.09010849989854,8.46188235592533,8.07319938362419,9.02142413250812
3.03312227323458,2.06892533735795,3.18943568638393,1.97008009080763
9.95934424462257,8.564453125,10,8.92245998630276
9.49187043425325,7.02692205255682,7.8839111328125,9.93782340706169
8.48879331118101,2.6087694044237,1.55963848163555,9.96073140726461
7.09822221235796,9.0293111429586,7.88700252384334,8.02405419287744
7.49883478338068,2.97656567065747,8.97961108715503,8.08814110693994
1.47240576806006,7.94672978388799,6.07679490919237,4.98434487875406
10,2.93487152495942,7.09822221235796,0
8.49402489600244,0.99514255275974,9.91079355215097,8.11433866426542
9.10346489448052,6.54652781300731,8.07002872615666,8.01604828277192
2.39736581777597,0.00839431564529204,0,0.0420032848011362
9.91079355215097,7.24466695413961,8.55327655742695,8.95155076856737
9.99925489549513,8.01604828277192,1.98062252688718,7.59526240361201
7.08954253754058,8.9181003322849,9.95756074979708,0
0.116632634943182,7.87626192167208,7.96761648995536,7.56125710227273
7.08954253754058,1.47240576806006,1.9295749416599,0.00839431564529204
0.560366147524351,1.9661960354099,6.98879489650974,0
4.88296310622971,4.94609882305195,8.00209738991477,6.62936123934659
5.02754508674919,0.0351071048092531,8.41658158735796,8.09749454646916
5.69944703733766,8.1219482421875,5.0902052049513,9.4416551466112
8.05667233157468,9.95756074979708,2.90736607142857,6.45097212357955
1.10988071986607,0.0351071048092531,9.0866604099026,6.409912109375
3.50202287946429,6.4431247463474,4.98097605519481,8.0402641791802
8.08814110693994,0,7.55681818181818,10
7.61420708198052,10,9.04742352374188,8.97045581371753
3.67105855570211,1.98062252688718,2.93320692978896,3.58660016741071
7.59526240361201,4.99369831828328,3.06193562297078,9.93782340706169
0.938942649147727,8.41471882609578,7.87626192167208,0
7.61420708198052,7.89734679383117,7.94672978388799,8.0015821580763
2.57000811688312,0.936128690645292,3.09907194855925,0.372821758319805
2.18623966365666,6.98629800375406,9.17718268060065,3.03205217633929
1.62582595627029,3.05476201045049,1.88296627688718,6.24939757508117
1.12506024249188,0,2.70456289316153,3.84671297940341
0.707999885856331,3.96989302201705,6.52199485085227,1.57002238484172
6.04548466670049,3.92276912540584,7.03663219105114,6.94860681310877
5.40172230113636,4.64528269581981,0,0
0.506702769886364,3.61176726105925,0.998709542410714,5.97121201552354
0.862926136363636,3.06054846032873,0.684140688413149,1.38846261160714
4.10357586749188,0,0.351657619724026,3.54684804941153
3.2255811815138,3.82134771966315,0.992843826095779,0.169939313616071
0,6.09510545606737,0,0.0973312576095778
0.853295264306006,0.343136477780032,4.11883465655438,1.01967551491477
0.207828670353084,0.506702769886364,0.936723188920454,0
0,3.08963924259334,0.976673473011364,3.0411281833401
3.05476201045049,0,0.474996195211039,3.89474844003653
0.343136477780032,0,0.207828670353084,0.197048434963474
2.48111080813718,3.81468933898133,7.21260368049919,6.00688191203328
4.13987989549513,2.39383846134334,6.09510545606737,1.61310369318182
0,0.201051390016234,0.188923625202922,0.197048434963474
0.967557832792208,0.444240817775974,0.438176935369318,0.0384362951501622
0.520812195616883,0,0.262522511668019,5.6662740335836
0.237276151582792,1.00247469815341,0.397275454038149,0.628852348823052
5.90506417410714,4.10745992288961,1.48909135298295,2.77828067928166
0.531949129971591,0,0.521684126420454,0
5.6662740335836,3.0411281833401,3.03205217633929,6.29323191456981
1.58825366528003,3.61176726105925,1.95236404220779,2.90395761465097
0.54538479099026,0,0,0.755123782467532
0.876758129565747,3.97976169338474,3.06090515929383,1.45560128348214
3.92276912540584,4.03853775618912,1.41105354606331,1.62582595627029
0,1.58825366528003,3.62781871448864,1.24744762073864
1.93714488636364,4.84586641385958,8.01462148691153,3.25066900872565
1.16639768922484,6.98629800375406,0.422482180905032,0.136726676643669
0.358236733969156,0.876758129565747,0,0.209731064833604
2.61645824878247,0,8.01462148691153,0.46318549614448
4.03853775618912,0.914528586647727,8.0727634182224,6.24939757508117
0.541025136972402,4.93975750811688,0.00371759588068165,1.94316913555195
0.521684126420454,1.81206244926948,1.93714488636364,4.93975750811688
6.6364555854302,0.620291573660714,0.967557832792208,0
3.80319570566153,0.463225129362825,7.92077002587257,0.81251268262987
6.97920365767046,0.368739536830357,0.422482180905032,0
7.21260368049919,0,0,0
0.383681260146104,4.11883465655438,7.01328822544643,0.351419820413961
0.369611467633928,4.87888088474026,4.33852158583604,2.10990608512581
3.84671297940341,1.81206244926948,3.06090515929383,2.8776807908888
6.99172775466721,0.883812842431006,0.0384362951501622,2.39383846134334
5.41892311789773,1.68246182528409,6.29323191456981,7.00484634993912
2.11620776684253,8.0727634182224,6.0708102932224,5.47793698001218
4.18387276785714,4.0499124898539,3.80319570566153,0.483755136465097
0.438176935369318,3.32315816507711,0.898556399655032,0.237276151582792
0.998709542410714,0.252653840300325,0,0.296725979099026
0,0.674668349228896,0,3.01255263291396
1.34145761465097,5.41892311789773,0.54538479099026,0
0.816753436992695,0.326173460328734,0,0
0,0.534723455255682,0,0.444240817775974
4.127197265625,2.38115583147321,1.20908266538149,0.914528586647727
2.06432788403003,2.21077262581169,0.171049043729708,0
0,0,1.67960823356331,5.05766633269075
2.10990608512581,1.67960823356331,1.90634987571023,0.844100357650162
5.94656015371347,4.12335284344562,5.05509017349838,4.16433359121347
4.64528269581981,7.01328822544643,0,5.41444456422484
0,4.2818460836039,6.52199485085227,0.907989105620941
3.11991902140828,0.0973312576095778,7.08125919490666,0
6.97920365767046,0,3.54684804941153,0.463225129362825
0.674668349228896,3.70985947646104,1.12827053317776,0.660519290280032
7.92077002587257,3.05234438413149,0.29934177150974,4.33852158583604
0.461203835227273,0.804070807122565,0.816753436992695,0.383681260146104
0,0.483755136465097,0,0
4.08740551440747,6.04548466670049,4.04016271814123,7.3549662007914
0,0,1.20908266538149,0.660519290280032
9.17718268060065,1.82557737672484,8.30616344105114,2.77828067928166
0,1.42512333857549,0.684140688413149,0.122577617694805
2.70456289316153,1.41105354606331,0,7.03948578277192
2.27192668171672,3.32315816507711,2.11620776684253,6.97127701400162
3.40373249797078,0,4.09830464945211,3.40448552911932
2.18623966365666,0,1.38846261160714,1.68246182528409
2.06432788403003,0,6.39889407467533,0.176954393262987
1.59756747159091,3.97976169338474,0.685884550020292,1.82502251166802
0.25051364650974,0.353480747767857,0.328511820211039,0.303582525872565
3.59971876268263,4.13987989549513,0.00371759588068165,5.90506417410714
0.252653840300325,0,0,4.97966815898945
0.169939313616071,0.534723455255682,7.03948578277192,0.188923625202922
0.136726676643669,4.99631411069399,0.531949129971591,0.64066304788961
3.01283006544237,3.92471115310471,5.83836146763393,0
0.560564313616071,1.95236404220779,6.11698299259334,0.511102057122565
0.182027445211039,0,0.714935699066558,0.707999885856331
0.212465756899351,0.853295264306006,0.212822455864448,0.844100357650162
3.08963924259334,4.84586641385958,6.98296881341315,1.92715731534091
1.01967551491477,3.46147809709821,4.72978071732955,0.212465756899351
0.326173460328734,1.12827053317776,0.209731064833604,0
1.82557737672484,5.29185901988636,3.40448552911932,1.9913234958401
4.65198070971997,3.96989302201705,0.620291573660714,5.98567814021916
0.351657619724026,0,0,0.474996195211039
8.99098582081981,5.98567814021916,6.54902470576299,5.10593959263393
0,0.560564313616071,0.176954393262987,0.395452325994318
0,0,0,0
4.72978071732955,0.198554497260552,3.70985947646104,0.559969815340909
0,7.35885025618912,0.351419820413961,0
0.198554497260552,0,1.42512333857549,4.10357586749188
6.97127701400162,0.78151950588474,4.87888088474026,0
6.95970411424513,7.09893561028815,2.90696973924513,1.54984907670455
1.9913234958401,1.61310369318182,0,6.08111492999188
0,0,0.29934177150974,0
4.99750310724432,3.04624086850649,6.62666618049919,1.98922293526786
0.804070807122565,5.05413897625812,0,7.00484634993912
0,3.89474844003653,0,0.395452325994318
0.358236733969156,0,0,1.59756747159091
0,0.64066304788961,0.353480747767857,0.266010234882305
0,0.992843826095779,2.91390555245536,3.40373249797078
7.3549662007914,0,0.46318549614448,0.943024870637175
3.01283006544237,0.267476663961039,2.08026043780438,8.8970947265625
5.29185901988636,1.54984907670455,2.90395761465097,0.714935699066558
1.94316913555195,1.05344301694399,0.90664157619724,0.369611467633928
1.92406592431006,3.2255811815138,0,1.57002238484172
4.03120561079545,4.04016271814123,2.27192668171672,3.81468933898133
4.09830464945211,3.82134771966315,2.21077262581169,4.08740551440747
6.54902470576299,5.97121201552354,7.03663219105114,3.62781871448864
3.43777743252841,0.55006151075487,0.855039125913149,6.94860681310877
6.99172775466721,2.91390555245536,7.01257482751623,4.2818460836039
0.511102057122565,0.755123782467532,0,0.397275454038149
1.12506024249188,4.18387276785714,3.59971876268263,4.97966815898945
0.201051390016234,5.05509017349838,5.05766633269075,3.11991902140828
5.40172230113636,0,3.25066900872565,7.37569437398539
0,5.99043412642045,2.04780083198052,1.00247469815341
6.98296881341315,5.99043412642045,4.127197265625,3.43777743252841
5.95282220221185,0.90664157619724,6.00664411272321,5.41444456422484
6.62666618049919,3.40840921773539,0.520812195616883,2.38115583147321
0.234065860896915,7.07761293881899,0.013467367593344,3.40840921773539
0.234065860896915,0.81251268262987,8.04569393009334,0
0,6.00664411272321,6.39889407467533,7.07761293881899
0.328511820211039,0,1.82502251166802,3.74774883319805
4.12335284344562,2.8776807908888,0,7.37569437398539
3.05234438413149,0.296725979099026,3.04624086850649,3.74774883319805
7.01257482751623,5.47793698001218,6.6364555854302,0.303582525872565
2.08026043780438,0.16038770799513,3.92471115310471,5.05413897625812
0.16038770799513,0.0505640599634739,2.61645824878247,1.88296627688718
0.013467367593344,0,0.936723188920454,0
0.432945350547889,0.935970157771916,0,0.628852348823052
2.77439662388393,8.99098582081981,3.95086907721185,2.70927924614448
0,1.26984038910308,1.24744762073864,0.25051364650974
4.03726949320211,0,0,1.05344301694399
2.04780083198052,4.99631411069399,0.943024870637175,2.70927924614448
1.26984038910308,5.94656015371347,7.09893561028815,1.45560128348214
0,0.368739536830357,5.6204976663961,2.48111080813718
4.65198070971997,2.08311402952516,0.267476663961039,0.171049043729708
5.95282220221185,3.49524559912744,5.10593959263393,0
0,0,0,0
0,0.122577617694805,0.508842963676948,0
6.11698299259334,0.862926136363636,0.276592304180195,0
0,1.16639768922484,5.6204976663961,0.855039125913149
1.92715731534091,2.90696973924513,3.01255263291396,7.35885025618912
0.461203835227273,0.907989105620941,0,0
0,0,0.25051364650974,0.476105925324675
2.77439662388393,3.79871715198864,5.5231981153612,1.90634987571023
0.182027445211039,0.333347072849026,0.337310394683441,0.976673473011364
0,4.03120561079545,6.00688191203328,0.463145862926136
0,4.79473956219562,4.16433359121347,5.83836146763393
3.46147809709821,0.212822455864448,0.668723366477273,1.98922293526786
0.463145862926136,5.00317065746753,3.06054846032873,3.01140326958198
0.939338981331169,8.04569393009334,0.476105925324675,0.78151950588474
2.08311402952516,8.8970947265625,6.95970411424513,0.541025136972402
1.19116845068994,1.30998883928571,5.11065594561688,1.76493855265828
2.33779709060471,5.8582573432427,7.33110700334821,0.342938311688312
0.359148297991071,3.40111670556006,7.53212668678977,2.47274819906656
8.10835404829546,7.16789741020698,6.62024559912744,5.58958375608766
5.79817338423295,4.51302664620536,3.25633655894886,2.85287039620536
5.55228889762581,6.17310362976867,6.97460620434253,7.68483347706981
8.1890869140625,6.3862114448052,5.9378804788961,7.35833502435065
9.15903066659903,6.77544928216315,6.95835658482143,9.08475801542208
4.77845030945617,7.23511534851867,1.81257768110795,2.82726733715503
5.32641918628247,3.43195134943182,4.77845030945617,5.8449802150974
5.54701767958604,4.51552353896104,3.15428102171266,7.22932889864042
5.48733005275974,6.11325747006899,6.12467183695211,7.16789741020698
6.35664506392045,3.37202592329545,6.07675527597403,8.04593172940341
2.08319329596185,2.67884093445617,0.557908887987013,0.294229086343344
1.46523215553977,3.73724603033685,0.976673473011364,2.66140231838474
2.80836229200487,6.67331447849026,0.225267286424513,6.43947849025974
4.0251417283888,5.54701767958604,7.40383395900974,4.93111746651786
2.21283355316558,3.50574840198864,7.10432572798296,2.85287039620536
9.7434224710836,9.35430353338068,6.67248218090503,4.10599349381088
5.86963207690747,5.78778948102679,2.19991312398539,6.22557801085633
6.2430562601461,5.32641918628247,5.15647194602273,7.30169915533685
7.60461584314123,4.10599349381088,8.07981813108766,3.33385913403003
3.86149616984578,3.0190524807224,5.70285549411526,2.82726733715503
6.52813799969562,6.07675527597403,5.9378804788961,1.1642971286526
1.3148240919237,2.09765942065747,6.81631113027597,3.33385913403003
2.98762333857549,2.34215674462256,2.9020948533888,4.03707132711039
6.36001388747971,2.08319329596185,0,3.26572963169643
4.49265517197646,6.60193505225244,6.05781059760552,7.40799544693588
7.09857891132305,8.10613458806818,3.51771763392857,5.03602659547484
7.25298992999188,5.50350040584416,9.7434224710836,6.67038162033279
3.0133056640625,2.43418507761769,1.19116845068994,3.93755231584821
4.82755586698458,1.72994242086039,2.09765942065747,3.73724603033685
6.35505973518669,2.79635342684659,2.46684284953328,4.34446656858766
2.4165086622362,1.15779728084416,2.90395761465097,4.93313876065341
3.50574840198864,4.67881239853896,1.490478515625,7.27260837307224
9.15986296418425,3.62155666599026,5.90764033329951,6.21991046063312
2.49850979099026,6.38541878043831,7.19829608867695,7.63893821022727
4.32793951653815,1.15779728084416,1.85427182680601,4.5662936916599
3.51771763392857,7.30169915533685,3.43195134943182,7.13880662794237
0.690838702313312,6.67038162033279,5.97604726816153,0
6.68330204951299,5.15647194602273,6.33009080762987,5.48733005275974
7.13880662794237,6.3370266208401,6.2075052632914,8.1890869140625
3.31610345221185,3.40111670556006,6.66740912895698,4.35849672788149
1.45770184405438,6.2430562601461,7.00575791396104,6.44494787439123
6.61497438108766,2.66140231838474,8.49323223163555,10
